Name,Type,Magnitude,Distance,Constellation,RA,DEC,Other Names,Description,Url_image
NGC 2935,Galaxy,11.2,34400.0,Hydra,09h36m,-21°07',,"From Madrid: NGC2935 will become visible around 22:12 (CEST), 28° above your southern horizon, as dusk fades to darkness. It will then sink towards the horizon, setting at 02:27.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115808_c0be817069a8.png
NGC 2936,Galaxy,13.1,–,Hydra,09h37m,+02°45',,"From Madrid: NGC2936 will become visible around 22:12 (CEST), 51° above your southern horizon, as dusk fades to darkness. It will then sink towards the horizon, setting at 03:54.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115749_d4828d11df99.png
NGC 2937,Galaxy,13.7,–,Hydra,09h37m,+02°44',,"From Madrid: NGC2937 will become visible around 22:12 (CEST), 51° above your southern horizon, as dusk fades to darkness. It will then sink towards the horizon, setting at 03:54.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115743_e32b295cb81e.png
NGC 2938,Galaxy,14.3,42500.0,Draco,09h38m,+76°19',,From Madrid: NGC2938 is very well placed – it is close enough to the north celestial pole that it is high above the horizon all night.,https://in-the-sky.org/image.php?style=medium&userimg=19910715_115736_0e9359276666.png
NGC 2939,Galaxy,13.6,–,Leo,09h38m,+09°31',,"From Madrid: NGC2939 will become visible around 22:12 (CEST), 58° above your southern horizon, as dusk fades to darkness. It will then sink towards the horizon, setting at 04:18.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115744_d1e3a18a0922.png
NGC 2940,Galaxy,14.8,75300.0,Leo,09h38m,+09°37',,"From Madrid: NGC2940 will become visible around 22:12 (CEST), 58° above your southern horizon, as dusk fades to darkness. It will then sink towards the horizon, setting at 04:18.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115732_b38c659d5e64.png
NGC 2941,Galaxy,15.1,–,Leo,09h38m,+17°02',,"From Madrid: NGC2941 will become visible around 22:12 (CEST), 65° above your southern horizon, as dusk fades to darkness. It will then sink towards the horizon, setting at 04:46.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115729_fdae3a915e81.png
NGC 2942,Galaxy,12.9,28700.0,Leo Minor,09h39m,+34°00',,"From Madrid: NGC2942 will become visible around 22:12 (CEST), 81° above your south-western horizon, as dusk fades to darkness. It will then sink towards the horizon, setting at 06:08.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115751_65a492067073.png
NGC 2943,Galaxy,13.8,164000.0,Leo,09h38m,+17°01',,"From Madrid: NGC2943 will become visible around 22:12 (CEST), 65° above your southern horizon, as dusk fades to darkness. It will then sink towards the horizon, setting at 04:46.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115742_2297ca472946.png
NGC 2944,Galaxy,14.0,–,Leo,09h39m,+32°18',Arp 63,"From Madrid: NGC2944 will become visible around 22:12 (CEST), 80° above your south-western horizon, as dusk fades to darkness. It will then sink towards the horizon, setting at 05:58.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115740_d8298b34b91a.png
NGC 2945,Galaxy,13.3,81650.0,Hydra,09h37m,-22°02',,"From Madrid: NGC2945 will become visible around 22:12 (CEST), 27° above your southern horizon, as dusk fades to darkness. It will then sink towards the horizon, setting at 02:24.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115746_b43993244bc3.png
NGC 2946,Galaxy,14.8,140500.0,Leo,09h39m,+17°01',,"From Madrid: NGC2946 will become visible around 22:12 (CEST), 65° above your southern horizon, as dusk fades to darkness. It will then sink towards the horizon, setting at 04:47.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115732_314cb749f46c.png
NGC 2947,Galaxy,12.8,–,Hydra,09h36m,-12°26',,"From Madrid: NGC2947 will become visible around 22:12 (CEST), 36° above your southern horizon, as dusk fades to darkness. It will then sink towards the horizon, setting at 03:00.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115752_eb86e65631be.png
NGC 2948,Galaxy,13.8,67400.0,Leo,09h38m,+06°57',,"From Madrid: NGC2948 will become visible around 22:12 (CEST), 55° above your southern horizon, as dusk fades to darkness. It will then sink towards the horizon, setting at 04:10.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115742_163641f61c26.png
NGC 2949,Galaxy pair,15.5,–,Leo,09h39m,+16°47',,"From Madrid: NGC2949 will become visible around 22:12 (CEST), 65° above your southern horizon, as dusk fades to darkness. It will then sink towards the horizon, setting at 04:47.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115725_7f840955fcc8.png
NGC 2950,Galaxy,11.0,20100.0,Ursa Major,09h42m,+58°51',,"From Madrid: NGC2950 will become visible around 22:12 (CEST), 71° above your northern horizon, as dusk fades to darkness. It will then sink towards the horizon, becoming tricky to observe after 05:36 when it dips 21° above your north-western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115809_e13b61585f60.png
NGC 2951,Galaxy pair,15.1,–,Hydra,09h39m,-00°14',,"From Madrid: NGC2951 will become visible around 22:12 (CEST), 48° above your southern horizon, as dusk fades to darkness. It will then sink towards the horizon, setting at 03:46.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115729_aa72bbfa70fc.png
NGC 2952,Galaxy,15.1,–,Hydra,09h37m,-10°11',,"From Madrid: NGC2952 will become visible around 22:12 (CEST), 38° above your southern horizon, as dusk fades to darkness. It will then sink towards the horizon, setting at 03:09.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115728_88f410fd8a0d.png
NGC 2953,Nebula,–,–,Leo,09h40m,+14°49',,"From Madrid: NGC2953 is visible from soon after it rises, at 14:49, until soon before it sets at 04:40.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115320_7e4e02c889b4.png
NGC 2954,Galaxy,12.4,–,Leo,09h40m,+14°55',,"From Madrid: NGC2954 will become visible around 22:12 (CEST), 63° above your southern horizon, as dusk fades to darkness. It will then sink towards the horizon, setting at 04:40.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115756_5abd211e0002.png
NGC 2955,Galaxy,12.9,95200.0,Leo Minor,09h41m,+35°52',,"From Madrid: NGC2955 will become visible around 22:12 (CEST), 83° above your south-western horizon, as dusk fades to darkness. It will then sink towards the horizon, setting at 06:22.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115751_4bb9588b87e1.png
NGC 2956,Galaxy,15.3,–,Hydra,09h39m,-19°06',,"From Madrid: NGC2956 will become visible around 22:12 (CEST), 30° above your southern horizon, as dusk fades to darkness. It will then sink towards the horizon, setting at 02:38.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115727_5bccd3c189b2.png
NGC 2957,Galaxy,15.3,–,Draco,09h47m,+72°59',Mrk 121,"From Madrid: NGC2957 is visible all night because it is circumpolar. It will be highest in the sky at dusk, becoming accessible around 22:12 (CEST), 57° above your northern horizon. It will be lost to dawn twilight around 06:12, 29° above your northern horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115727_ed6be4d3fff8.png
NGC 2958,Galaxy,14.0,–,Leo,09h40m,+11°53',,"From Madrid: NGC2958 will become visible around 22:12 (CEST), 60° above your southern horizon, as dusk fades to darkness. It will then sink towards the horizon, setting at 04:29.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115740_c9b4dd76a018.png
NGC 2959,Galaxy,12.7,–,Ursa Major,09h45m,+68°35',,"From Madrid: NGC2959 is visible all night because it is circumpolar. It will be highest in the sky at dusk, becoming accessible around 22:12 (CEST), 61° above your northern horizon. It will be lost to dawn twilight around 06:12, 26° above your northern horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115753_95655122e6c2.png
NGC 2960,Galaxy,13.6,90600.0,Hydra,09h40m,+03°34',Mrk 1419,"From Madrid: NGC2960 will become visible around 22:12 (CEST), 52° above your southern horizon, as dusk fades to darkness. It will then sink towards the horizon, setting at 04:00.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115744_6997df25c057.png
NGC 2961,Galaxy,14.7,–,Ursa Major,09h45m,+68°36',,"From Madrid: NGC2961 is visible all night because it is circumpolar. It will be highest in the sky at dusk, becoming accessible around 22:12 (CEST), 61° above your northern horizon. It will be lost to dawn twilight around 06:12, 26° above your northern horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115733_6b927955af69.png
NGC 2962,Galaxy,11.9,–,Hydra,09h40m,+05°09',,"From Madrid: NGC2962 will become visible around 22:12 (CEST), 54° above your southern horizon, as dusk fades to darkness. It will then sink towards the horizon, setting at 04:06.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115801_045998fd7907.png
NGC 2963,Galaxy,16.5,–,Draco,09h47m,+72°57',Mrk 1424,"From Madrid: NGC2963 is visible all night because it is circumpolar. It will be highest in the sky at dusk, becoming accessible around 22:12 (CEST), 57° above your northern horizon. It will be lost to dawn twilight around 06:12, 29° above your northern horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115715_b89f895f56d5.png
NGC 2964,Galaxy,11.4,17500.0,Leo,09h42m,+31°50',,"From Madrid: NGC2964 will become visible around 22:12 (CEST), 80° above your south-western horizon, as dusk fades to darkness. It will then sink towards the horizon, setting at 05:59.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115806_7c57fdaac822.png
NGC 2965,Galaxy,14.7,110000.0,Leo Minor,09h43m,+36°14',,"From Madrid: NGC2965 will become visible around 22:12 (CEST), 83° above your south-western horizon, as dusk fades to darkness. It will then sink towards the horizon, setting at 06:27.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115733_67b29938fef6.png
NGC 2966,Galaxy,14.0,–,Sextans,09h42m,+04°40',Mrk 708,"From Madrid: NGC2966 will become visible around 22:12 (CEST), 53° above your southern horizon, as dusk fades to darkness. It will then sink towards the horizon, setting at 04:05.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115740_584bea3a91d6.png
NGC 2967,Galaxy,11.6,22200.0,Sextans,09h42m,+00°20',,"From Madrid: NGC2967 will become visible around 22:12 (CEST), 49° above your southern horizon, as dusk fades to darkness. It will then sink towards the horizon, setting at 03:50.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115803_204db3182973.png
NGC 2968,Galaxy,11.7,14545.0,Leo,09h43m,+31°55',,"From Madrid: NGC2968 will become visible around 22:12 (CEST), 80° above your south-western horizon, as dusk fades to darkness. It will then sink towards the horizon, setting at 06:00.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115802_683d692212b9.png
NGC 2969,Galaxy,15.5,64400.0,Sextans,09h41m,-08°36',Mrk 1235,"From Madrid: NGC2969 will become visible around 22:12 (CEST), 40° above your southern horizon, as dusk fades to darkness. It will then sink towards the horizon, setting at 03:19.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115725_9426fc7fac7b.png
NGC 2970,Galaxy,14.7,26700.0,Leo,09h43m,+31°58',Mrk 405,"From Madrid: NGC2970 will become visible around 22:12 (CEST), 80° above your south-western horizon, as dusk fades to darkness. It will then sink towards the horizon, setting at 06:00.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115733_a78462a439dc.png
NGC 2971,Galaxy,14.8,–,Leo Minor,09h43m,+36°10',,"From Madrid: NGC2971 will become visible around 22:12 (CEST), 83° above your south-western horizon, as dusk fades to darkness. It will then sink towards the horizon, setting at 06:27.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115731_2d9905deaa6f.png
NGC 2972,Open cluster,9.9,2.1,Vela,09h40m,-50°19',Cr 211,From Madrid: NGC2972 is not observable because it lies so far south that it never rises above the horizon.,https://in-the-sky.org/image.php?style=medium&userimg=19910715_115821_939c6e21522c.png
NGC 2973,Nebula,–,–,Antlia,09h41m,-30°02',,"From Madrid: NGC2973 is visible from soon after it rises, at 17:40, until soon before it sets at 01:51.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115320_be9c16a2b57f.png
NGC 2974,Galaxy,10.9,25350.0,Sextans,09h42m,-03°41',,"From Madrid: NGC2974 will become visible around 22:12 (CEST), 45° above your southern horizon, as dusk fades to darkness. It will then sink towards the horizon, setting at 03:37.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115811_e3bbe47e1fd1.png
NGC 2975,Galaxy,15.8,–,Hydra,09h41m,-16°40',,"From Madrid: NGC2975 will become visible around 22:12 (CEST), 32° above your southern horizon, as dusk fades to darkness. It will then sink towards the horizon, setting at 02:49.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115722_9e2876f73abc.png
NGC 2976,Galaxy,10.2,–,Ursa Major,09h47m,+67°54',,"From Madrid: NGC2976 is visible all night because it is circumpolar. It will be highest in the sky at dusk, becoming accessible around 22:12 (CEST), 62° above your northern horizon. It will be lost to dawn twilight around 06:12, 26° above your northern horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115818_bea6d13e5ddd.png
NGC 2977,Galaxy,13.3,43850.0,Draco,09h43m,+74°51',,From Madrid: NGC2977 is very well placed – it is close enough to the north celestial pole that it is high above the horizon all night.,https://in-the-sky.org/image.php?style=medium&userimg=19910715_115747_5c3fcf9512bb.png
NGC 2978,Galaxy,14.0,99700.0,Sextans,09h43m,-09°44',,"From Madrid: NGC2978 will become visible around 22:12 (CEST), 39° above your southern horizon, as dusk fades to darkness. It will then sink towards the horizon, setting at 03:17.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115740_78149907baf9.png
NGC 2979,Galaxy,14.0,66700.0,Sextans,09h43m,-10°22',,"From Madrid: NGC2979 will become visible around 22:12 (CEST), 38° above your southern horizon, as dusk fades to darkness. It will then sink towards the horizon, setting at 03:14.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115740_261344d10817.png
NGC 2980,Galaxy,13.0,79400.0,Sextans,09h43m,-09°36',,"From Madrid: NGC2980 will become visible around 22:12 (CEST), 39° above your southern horizon, as dusk fades to darkness. It will then sink towards the horizon, setting at 03:17.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115750_f1980fde39e7.png
NGC 2981,Galaxy,14.8,–,Leo,09h44m,+31°05',,"From Madrid: NGC2981 will become visible around 22:12 (CEST), 79° above your south-western horizon, as dusk fades to darkness. It will then sink towards the horizon, setting at 05:57.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115731_6a0d64facc1a.png
NGC 2982,Open cluster,–,2.5,Vela,09h42m,-44°01',,"From Madrid: NGC2982 is visible from soon after it rises, at 19:20, until soon before it sets at 00:12.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115320_b6fbe29882c6.png
NGC 2983,Galaxy,11.9,27400.0,Hydra,09h43m,-20°28',,"From Madrid: NGC2983 will become visible around 22:12 (CEST), 28° above your southern horizon, as dusk fades to darkness. It will then sink towards the horizon, setting at 02:37.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115801_8f94fd672eb1.png
NGC 2984,Galaxy,14.3,91800.0,Leo,09h43m,+11°03',,"From Madrid: NGC2984 will become visible around 22:12 (CEST), 60° above your southern horizon, as dusk fades to darkness. It will then sink towards the horizon, setting at 04:29.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115737_9e6e5ac66cda.png
NGC 2985,Galaxy,10.5,–,Ursa Major,09h50m,+72°16',,"From Madrid: NGC2985 is visible all night because it is circumpolar. It will be highest in the sky at dusk, becoming accessible around 22:12 (CEST), 58° above your northern horizon. It will be lost to dawn twilight around 06:12, 29° above your northern horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115814_c3e63e814711.png
NGC 2986,Galaxy,10.6,–,Hydra,09h44m,-21°16',,"From Madrid: NGC2986 will become visible around 22:12 (CEST), 28° above your southern horizon, as dusk fades to darkness. It will then sink towards the horizon, setting at 02:34.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115813_f87fe97b79a5.png
NGC 2987,Galaxy,13.9,54250.0,Sextans,09h45m,+04°56',,"From Madrid: NGC2987 will become visible around 22:12 (CEST), 54° above your southern horizon, as dusk fades to darkness. It will then sink towards the horizon, setting at 04:10.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115740_0e4edf9d60b9.png
NGC 2988,Galaxy,15.3,–,Leo,09h46m,+22°00',,"From Madrid: NGC2988 will become visible around 22:12 (CEST), 71° above your southern horizon, as dusk fades to darkness. It will then sink towards the horizon, setting at 05:15.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115727_993d8d646dc9.png
